Customer_Id,Birth_Year,Education_Quallification,Marital_Status, Income ,No_of_Kids,No_of_Teens,Date_Of_Response,Recency(days),Amount_spent_on_Wines,Amount_spent_on_Fruits,Amount_spent_on_Meat_Products,Amount_spent_on_Fish_Products,Amount_spent_on_Sweet_Products,Amount_spent_on_Gold_Products,Purchases_with_Discount,Online_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Accepted_Cmp3,Accepted_Cmp4,Accepted_Cmp5,Accepted_Cmp1,Accepted_Cmp2,Response,Complain,Country
2223,1965,postgraduate,Divorced,"$64,176 ",0,1,8/3/2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,Spain
7788,1983,PhD,Married,"$23,536 ",1,0,6/4/2014,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,Spain
5827,1958,Graduation,Divorced,"$35,246 ",1,1,16/04/2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,Saudi Arabia
2958,1978,Graduation,Married,"$28,442 ",2,0,24/02/2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,Spain
4954,1956,Graduation,Married,"$48,195 ",1,1,21/01/2014,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,Spain
3139,1982,postgraduate,Single,"$74,116 ",0,0,30/12/2013,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,Saudi Arabia
9952,1947,postgraduate,relationship,"$78,093 ",0,0,12/11/2013,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,Saudi Arabia
8180,1952,postgraduate,Divorced,"$59,354 ",1,1,15/11/2013,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,United States
3276,1976,postgraduate,relationship,"$36,301 ",1,0,25/10/2013,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
4994,1943,postgraduate,Single,"$77,598 ",0,0,10/1/2013,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,Spain
3598,1972,Graduation,Married,"$62,710 ",0,1,23/05/2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,Spain
945,1965,Graduation,relationship,"$36,317 ",0,1,22/05/2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,Spain
5048,1971,PhD,Single,"$42,767 ",2,0,5/11/2013,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,Saudi Arabia
6214,1982,postgraduate,Married,"$43,815 ",1,0,4/5/2013,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,Spain
6230,1971,Graduation,Divorced,"$44,421 ",1,1,15/02/2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,Spain
2968,1943,PhD,Divorced,"$48,948 ",0,0,2/1/2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,Australia
8800,1943,PhD,Divorced,"$48,948 ",0,0,2/1/2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,Saudi Arabia
1907,1950,postgraduate,Divorced,"$63,120 ",0,1,28/09/2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,Spain
10478,1950,PhD,Married,"$55,517 ",1,1,27/09/2012,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,Saudi Arabia
4188,1957,Graduation,Single,"$36,864 ",0,1,13/08/2012,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,Australia
2225,1977,Graduation,Divorced,"$82,582 ",0,0,6/7/2014,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,Australia
4790,1958,Graduation,Divorced,"$79,803 ",0,1,6/2/2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,Spain
1131,1967,PhD,Single,"$52,569 ",0,1,4/5/2014,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,Saudi Arabia
202,1948,PhD,Widow,"$82,032 ",0,0,4/5/2014,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,India
9589,1948,PhD,Widow,"$82,032 ",0,0,4/5/2014,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,India
3900,1972,Graduation,Married,"$65,685 ",0,1,29/03/2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Canada
9958,1972,Graduation,Married,"$65,685 ",0,1,29/03/2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Australia
8955,1957,PhD,relationship,"$40,451 ",0,2,16/02/2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,Spain
10033,1973,postgraduate,Divorced,"$31,163 ",1,0,13/02/2014,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,Germany
5751,1973,postgraduate,Divorced,"$31,163 ",1,0,13/02/2014,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,Canada
3308,1952,Graduation,Married,"$35,704 ",1,1,1/3/2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,Saudi Arabia
7297,1973,Graduation,Single,"$7,500 ",1,0,26/12/2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,Saudi Arabia
8008,1983,Graduation,relationship,"$36,075 ",1,0,12/9/2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,Spain
1232,1982,PhD,relationship,"$70,038 ",0,0,25/10/2013,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,Germany
2345,1982,PhD,relationship,"$70,038 ",0,0,25/10/2013,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,Australia
1628,1971,Graduation,relationship,"$71,796 ",0,0,24/10/2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,Saudi Arabia
5081,1967,postgraduate,relationship,"$47,821 ",1,1,20/10/2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain
839,1975,PhD,Married,"$45,503 ",1,0,25/09/2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,Spain
3706,1978,Graduation,Single,"$28,647 ",1,0,21/08/2013,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,Spain
5154,1972,postgraduate,Divorced,"$37,760 ",1,0,8/11/2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,Spain
8584,1952,PhD,relationship,"$85,431 ",0,0,6/8/2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,Spain
6583,1955,postgraduate,Married,"$72,635 ",0,0,6/3/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Spain
3433,1955,postgraduate,Married,"$72,635 ",0,0,6/3/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Spain
10486,1948,Graduation,Married,"$77,142 ",0,0,29/05/2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,Spain
8687,1978,Graduation,relationship,"$53,172 ",0,1,5/6/2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,India
7842,1968,Graduation,Single,"$36,065 ",1,1,31/03/2013,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,Spain
3749,1973,Graduation,relationship,"$73,926 ",0,0,3/2/2013,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,Canada
1331,1977,Graduation,Single,"$35,790 ",1,0,1/2/2013,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,Australia
5995,1962,Graduation,Divorced,"$39,552 ",1,1,18/12/2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,Spain
8985,1964,postgraduate,relationship,"$68,316 ",0,1,11/4/2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,Spain
2798,1977,PhD,relationship,"$102,160 ",0,0,11/2/2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,Saudi Arabia
7108,1965,postgraduate,Widow,"$51,390 ",1,1,9/8/2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,Saudi Arabia
2781,1981,Graduation,Single,"$72,066 ",0,0,23/06/2014,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,Saudi Arabia
3623,1976,Graduation,relationship,"$21,675 ",1,0,6/11/2014,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,India
194,1965,Graduation,Married,"$48,006 ",1,1,6/9/2014,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,Spain
10833,1975,Graduation,Married,"$65,106 ",0,1,24/05/2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,Spain
2315,1960,Graduation,Divorced,"$58,401 ",0,1,20/04/2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,Spain
6336,1960,Graduation,Married,"$29,315 ",1,1,4/6/2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,Saudi Arabia
10738,1951,postgraduate,Single,"$49,389 ",1,1,29/08/2013,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,Australia
8286,1965,PhD,relationship,"$51,717 ",0,1,20/08/2013,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,Saudi Arabia
2166,1960,postgraduate,Widow,"$46,779 ",1,1,7/12/2013,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,Saudi Arabia
10691,1960,postgraduate,Married,"$28,520 ",1,1,14/06/2013,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,Spain
9739,1963,Graduation,Single,"$34,377 ",0,1,19/01/2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,Spain
1829,1961,PhD,Divorced,"$54,959 ",0,1,19/01/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,Spain
6260,1955,postgraduate,relationship,"$82,384 ",0,0,19/11/2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,Australia
10448,1956,Graduation,Single,"$46,998 ",0,1,22/10/2012,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,Spain
1343,1968,Graduation,relationship,"$58,554 ",1,1,26/09/2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,United States
4749,1968,Graduation,relationship,"$58,554 ",1,1,26/09/2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,India
531,1954,PhD,Divorced,"$57,333 ",0,1,22/09/2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,Spain
6905,1994,Graduation,relationship,"$80,685 ",0,0,22/08/2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,Spain
1045,1965,Graduation,relationship,"$52,117 ",0,1,16/08/2012,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,Spain
4012,1972,PhD,relationship,"$62,220 ",0,1,8/11/2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,Germany
5529,1946,PhD,relationship,"$64,014 ",2,1,6/10/2014,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,Canada
4001,1946,PhD,relationship,"$64,014 ",2,1,6/10/2014,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,Saudi Arabia
10420,1955,postgraduate,Divorced,"$46,390 ",0,1,5/5/2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,United States
7723,1979,Graduation,relationship,"$75,507 ",0,0,5/2/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Germany
2963,1979,Graduation,relationship,"$75,507 ",0,0,5/2/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Australia
10634,1951,postgraduate,Married,"$59,412 ",0,0,19/04/2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,Spain
5180,1968,PhD,Divorced,"$50,616 ",0,1,18/04/2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,Spain
6866,1969,postgraduate,relationship,"$35,924 ",1,1,23/03/2014,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,Saudi Arabia
1328,1982,postgraduate,Married,"$57,937 ",0,1,16/02/2014,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,Saudi Arabia
1139,1984,PhD,Married,"$73,356 ",0,0,2/6/2014,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,Spain
4961,1974,postgraduate,relationship,"$21,255 ",1,0,21/01/2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,Spain
5177,1974,postgraduate,Married,"$58,494 ",0,1,12/12/2013,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,Saudi Arabia
2075,1969,Graduation,Married,"$72,460 ",0,0,14/11/2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,Saudi Arabia
3428,1991,PhD,relationship,"$68,682 ",0,0,10/6/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Spain
4500,1991,PhD,relationship,"$68,682 ",0,0,10/6/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Spain
7369,1981,postgraduate,Married,"$36,959 ",1,0,10/2/2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,Spain
4381,1971,PhD,Married,"$46,463 ",1,1,18/08/2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,Spain
9964,1979,Graduation,Single,"$61,825 ",0,1,8/7/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,Spain
1630,1979,Graduation,Single,"$61,825 ",0,1,8/7/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,Spain
5012,1989,Graduation,Married,"$28,691 ",1,0,7/4/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Spain
6918,1989,Graduation,Married,"$28,691 ",1,0,7/4/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Spain
7822,1976,Graduation,relationship,"$54,058 ",0,1,6/4/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,Spain
10156,1975,Graduation,Single,"$84,196 ",0,1,6/3/2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,Spain
3033,1963,postgraduate,relationship,"$38,620 ",0,0,5/11/2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,Australia
4119,1963,postgraduate,relationship,"$38,620 ",0,0,5/11/2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,Germany
11110,1973,Graduation,Single,"$3,502 ",1,0,13/04/2013,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,India
332,1957,Graduation,Married,"$47,743 ",0,1,22/03/2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,Spain
737,1949,PhD,Married,"$80,360 ",0,0,3/3/2013,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,Spain
10319,1971,Graduation,Married,"$66,303 ",0,1,26/02/2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,Spain
2683,1969,Graduation,Married,"$52,413 ",0,2,2/2/2013,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,Canada
3445,1956,Graduation,Single,"$60,714 ",0,0,17/01/2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,Saudi Arabia
10913,1984,postgraduate,Single,"$31,385 ",1,0,12/5/2012,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,Spain
4427,1995,postgraduate,Single,"$83,257 ",0,0,18/09/2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,Spain
8717,1975,PhD,Married,"$80,427 ",0,1,9/12/2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,India
2066,1949,Graduation,relationship,"$38,823 ",0,1,30/08/2012,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,Spain
3340,1977,Graduation,Married,"$42,014 ",1,0,17/08/2012,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,Canada
8685,1977,Graduation,Married,"$42,014 ",1,0,17/08/2012,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,Saudi Arabia
4149,1948,PhD,relationship,"$76,140 ",0,0,13/05/2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,Spain
8726,1964,postgraduate,Divorced,"$41,713 ",1,1,29/04/2014,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,Canada
2295,1954,PhD,Married,"$62,670 ",0,1,2/2/2014,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,Saudi Arabia
3283,1972,postgraduate,Married,"$70,932 ",0,1,19/01/2014,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,Spain
1915,1951,PhD,Married,"$78,939 ",0,0,12/12/2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,Germany
800,1960,Graduation,relationship,"$44,512 ",1,1,30/08/2013,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,Saudi Arabia
9166,1968,Graduation,Married,"$63,967 ",0,1,8/9/2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,Spain
5147,1948,Graduation,Single,"$90,842 ",0,0,29/07/2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,Spain
13,1947,PhD,Widow,"$25,358 ",0,1,22/07/2013,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
8724,1982,Graduation,Single,"$28,567 ",1,0,17/06/2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,Spain
9381,1978,Graduation,Married,"$66,373 ",1,1,6/12/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,Australia
9384,1978,Graduation,Married,"$66,373 ",1,1,6/12/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,Australia
3560,1952,Graduation,relationship,"$83,844 ",0,0,5/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Germany
241,1952,Graduation,relationship,"$83,844 ",0,0,5/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Spain
7521,1952,Graduation,relationship,"$83,844 ",0,0,5/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Canada
9799,1968,PhD,Divorced,"$83,664 ",1,1,5/8/2013,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,Spain
5123,1951,postgraduate,Married,"$27,450 ",0,0,15/04/2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,Spain
448,1978,PhD,Single,"$54,880 ",1,0,3/1/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,Spain
4837,1965,PhD,Married,"$71,322 ",0,1,16/02/2013,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,Spain
9365,1976,PhD,Single,"$60,000 ",0,1,22/12/2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,Spain
8932,1969,postgraduate,relationship,"$65,176 ",0,1,29/10/2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,Saudi Arabia
7055,1952,PhD,relationship,"$61,010 ",0,1,10/9/2012,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,Canada
3537,1981,Graduation,relationship,"$31,089 ",1,0,17/08/2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,Spain
9081,1988,Graduation,Single,"$20,518 ",1,0,18/05/2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,Spain
4988,1948,PhD,Married,"$34,469 ",1,1,5/4/2014,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,Saudi Arabia
1050,1952,Graduation,Married,"$28,332 ",0,0,30/04/2014,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,Germany
5610,1965,Graduation,relationship,"$33,456 ",1,1,21/04/2014,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,India
3526,1968,PhD,Married,"$38,443 ",1,1,27/01/2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,Spain
5136,1973,Graduation,Single,"$65,333 ",0,1,17/01/2014,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,Canada
1411,1952,Graduation,Divorced,"$82,623 ",0,0,11/10/2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,Spain
701,1971,Graduation,Married,"$73,691 ",0,1,11/6/2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,Spain
6203,1947,Graduation,relationship,"$74,485 ",0,0,24/08/2013,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,Spain
7192,1955,Graduation,relationship,"$65,748 ",0,1,15/04/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,Spain
5181,1982,Basic,Single,"$24,367 ",1,0,20/03/2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,Spain
9220,1971,Graduation,Single,"$91,700 ",0,0,17/01/2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,Spain
7734,1993,Graduation,Engaged,"$79,244 ",0,0,19/12/2012,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,Australia
10446,1957,PhD,Married,"$82,017 ",0,0,11/7/2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,Canada
5524,1957,Graduation,Single,"$58,138 ",0,0,9/4/2012,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,United States
3830,1953,postgraduate,Married,"$59,354 ",0,2,24/04/2014,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,Canada
5186,1955,PhD,Married,"$58,482 ",0,1,3/12/2014,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,Canada
8514,1976,Graduation,relationship,"$29,478 ",1,0,17/01/2014,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,Spain
7165,1972,Graduation,relationship,"$64,474 ",0,1,22/10/2013,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,Spain
10236,1975,postgraduate,Single,"$31,160 ",1,0,16/09/2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,Saudi Arabia
2392,1972,Graduation,Married,"$40,321 ",1,1,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Spain
1920,1972,Graduation,Married,"$40,321 ",1,1,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Spain
3673,1971,Graduation,Single,"$55,239 ",0,1,14/07/2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,Saudi Arabia
1453,1943,PhD,Widow,"$57,513 ",0,0,7/6/2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,Spain
4518,1979,Graduation,relationship,"$85,693 ",0,1,20/04/2013,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,Canada
8969,1977,Graduation,Married,"$71,855 ",0,1,16/01/2013,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,Saudi Arabia
387,1976,Basic,Married,"$7,500 ",0,0,13/11/2012,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,United States
1079,1971,PhD,Married,"$71,969 ",0,1,16/10/2012,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,India
164,1977,PhD,Married,"$28,973 ",0,0,13/10/2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,Spain
3434,1951,Graduation,Single,"$80,872 ",0,0,5/12/2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,Spain
5721,1956,PhD,Married,"$84,117 ",0,0,5/11/2014,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,Canada
8418,1958,postgraduate,Single,"$38,741 ",1,1,30/03/2014,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,Germany
5300,1973,postgraduate,Married,"$38,961 ",1,0,30/12/2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,Spain
10424,1968,Graduation,Single,"$75,922 ",0,0,12/9/2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,Saudi Arabia
11171,1965,postgraduate,Married,"$56,962 ",2,1,10/11/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,Australia
1600,1965,postgraduate,Married,"$56,962 ",2,1,10/11/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,Saudi Arabia
7851,1949,Graduation,Widow,"$70,165 ",0,0,22/09/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,Spain
10701,1973,Graduation,Married,"$65,308 ",0,0,9/11/2013,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,United States
891,1951,postgraduate,relationship,"$29,298 ",1,1,9/7/2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,Spain
6912,1967,PhD,Married,"$63,246 ",0,2,20/08/2013,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,Spain
5967,1952,Graduation,relationship,"$33,402 ",1,1,18/07/2013,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,Germany
2109,1990,Graduation,Single,"$96,843 ",0,0,23/04/2013,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,Spain
6292,1986,PhD,Married,"$82,333 ",0,0,30/03/2013,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,Germany
8537,1949,Graduation,Widow,"$72,643 ",0,0,27/02/2013,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,Spain
9576,1982,PhD,relationship,"$32,313 ",1,0,2/11/2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,Spain
5935,1956,postgraduate,Single,"$55,284 ",0,1,24/12/2012,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,India
10264,1979,Graduation,Divorced,"$15,287 ",1,0,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,Saudi Arabia
